ranking,player_image,name,position,age,nation_image,nation,team_image,team,value
417,https://img.a.transfermarkt.technology/portrait/small/321239-1603795820.jpg?lm=1,Éverton,Left Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,SL Benfica,€20.00m
418,https://img.a.transfermarkt.technology/portrait/small/317454-1618679702.jpg?lm=1,Diego Rossi,Left Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/51828.png?lm=1511112738,Los Angeles FC,€20.00m
419,https://img.a.transfermarkt.technology/portrait/small/303254-1611309323.jpg?lm=1,Fikayo Tomori,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€20.00m
420,https://img.a.transfermarkt.technology/portrait/small/290249-1501591648.jpg?lm=1,Mauro Arambarri,Central Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/3709.png?lm=1408655116,Getafe CF,€20.00m
421,https://img.a.transfermarkt.technology/portrait/small/289446-1476692096.jpg?lm=1,Yerry Mina,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569,Colombia,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€20.00m
422,https://img.a.transfermarkt.technology/portrait/small/284857-1525074875.jpg?lm=1,Marc Cucurella,Left Midfield,22,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/3709.png?lm=1408655116,Getafe CF,€20.00m
423,https://img.a.transfermarkt.technology/portrait/small/277137-1616431034.jpg?lm=1,Renato Tapia,Defensive Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/133.png?lm=1520611569,Peru,https://tmssl.akamaized.net/images/wappen/verysmall/940.png?lm=1406966406,Celta de Vigo,€20.00m
424,https://img.a.transfermarkt.technology/portrait/small/258919-1580389388.jpg?lm=1,Dean Henderson,Goalkeeper,24,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€20.00m
425,https://img.a.transfermarkt.technology/portrait/small/257462-1533115178.jpg?lm=1,Luka Jovic,Centre-Forward,23,https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569,Serbia,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,Eintracht Frankfurt,€20.00m
426,https://img.a.transfermarkt.technology/portrait/small/257448-1614091929.jpg?lm=1,Gelson Martins,Right Winger,25,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€20.00m
427,https://img.a.transfermarkt.technology/portrait/small/255488-1481294963.jpg?lm=1,Yeray Álvarez,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,Athletic Bilbao,€20.00m
428,https://img.a.transfermarkt.technology/portrait/small/251075-1591045800.jpeg?lm=1,Zeki Celik,Right-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€20.00m
429,https://img.a.transfermarkt.technology/portrait/small/246291-1447238268.jpg?lm=1,Diego Llorente,Centre-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1407654193,Leeds United,€20.00m
430,https://img.a.transfermarkt.technology/portrait/small/244275-1473406706.jpg?lm=1,Gabriel Barbosa,Centre-Forward,24,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/614.png?lm=1551023331,Clube de Regatas do Flamengo,€20.00m
431,https://img.a.transfermarkt.technology/portrait/small/242359-1594299059.jpg?lm=1,Juan Musso,Goalkeeper,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/410.png?lm=1437136398,Udinese Calcio,€20.00m
432,https://img.a.transfermarkt.technology/portrait/small/240414-1595847422.jpg?lm=1,Alex Meret,Goalkeeper,24,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,SSC Napoli,€20.00m
433,https://img.a.transfermarkt.technology/portrait/small/221150-1476113729.jpg?lm=1,Djené,Centre-Back,29,https://tmssl.akamaized.net/images/flagge/verysmall/168.png?lm=1520611569,Togo,https://tmssl.akamaized.net/images/wappen/verysmall/3709.png?lm=1408655116,Getafe CF,€20.00m
434,https://img.a.transfermarkt.technology/portrait/small/221025-1447247163.jpg?lm=1,André Gomes,Central Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€20.00m
435,https://img.a.transfermarkt.technology/portrait/small/217115-1538466336.jpg?lm=1,Neal Maupay,Centre-Forward,24,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,Brighton & Hove Albion,€20.00m
436,https://img.a.transfermarkt.technology/portrait/small/212862-1489586587.jpg?lm=1,Álex Remiro,Goalkeeper,26,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€20.00m
437,https://img.a.transfermarkt.technology/portrait/small/203853-1539784797.jpg?lm=1,Oleksandr Zinchenko,Left-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/177.png?lm=1520611569,Ukraine,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€20.00m
438,https://img.a.transfermarkt.technology/portrait/small/202886-1518793502.jpg?lm=1,Ruben Loftus-Cheek,Central Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/931.png?lm=1556831687,Fulham FC,€20.00m
439,https://img.a.transfermarkt.technology/portrait/small/197300-1594646310.jpg?lm=1,Federico Bernardeschi,Right Winger,27,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€20.00m
440,https://img.a.transfermarkt.technology/portrait/small/196792-1603795353.jpg?lm=1,Julian Weigl,Defensive Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/294.png?lm=1535908439,SL Benfica,€20.00m
441,https://img.a.transfermarkt.technology/portrait/small/196357-1582110175.jpg?lm=1,Jonathan Tah,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€20.00m
442,https://img.a.transfermarkt.technology/portrait/small/195736-1617112908.jpg?lm=1,Florian Grillitsch,Defensive Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/127.png?lm=1520611569,Austria,https://tmssl.akamaized.net/images/wappen/verysmall/533.png?lm=1458907862,TSG 1899 Hoffenheim,€20.00m
443,https://img.a.transfermarkt.technology/portrait/small/193782-1615897046.jpg?lm=1,Lucas Alario,Centre-Forward,28,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/15.png?lm=1403163785,Bayer 04 Leverkusen,€20.00m
444,https://img.a.transfermarkt.technology/portrait/small/190393-1540568459.jpg?lm=1,Corentin Tolisso,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/27.png?lm=1498251238,Bayern Munich,€20.00m
445,https://img.a.transfermarkt.technology/portrait/small/166237-1602848169.jpg?lm=1,Leandro Paredes,Defensive Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€20.00m
446,https://img.a.transfermarkt.technology/portrait/small/145707-1595925040.jpg?lm=1,Danilo,Right-Back,29,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€20.00m
447,https://img.a.transfermarkt.technology/portrait/small/143424-1471253943.jpg?lm=1,Alex Oxlade-Chamberlain,Central Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€20.00m
448,https://img.a.transfermarkt.technology/portrait/small/131978-1544607087.jpg?lm=1,Ross Barkley,Central Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€20.00m
449,https://img.a.transfermarkt.technology/portrait/small/131505-1447247512.jpg?lm=1,Rodrigo,Centre-Forward,30,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/399.png?lm=1407654193,Leeds United,€20.00m
450,https://img.a.transfermarkt.technology/portrait/small/129588-1572887027.jpg?lm=1,Dennis Praet,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€20.00m
451,https://img.a.transfermarkt.technology/portrait/small/127032-1479730792.jpg?lm=1,Serge Aurier,Right-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569,Cote d'Ivoire,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€20.00m
452,https://img.a.transfermarkt.technology/portrait/small/122155-1447321626.jpg?lm=1,Willian José,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€20.00m
453,https://img.a.transfermarkt.technology/portrait/small/111078-1613998016.jpg?lm=1,Emil Forsberg,Left Winger,29,https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569,Sweden,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€20.00m
454,https://img.a.transfermarkt.technology/portrait/small/99353-1498753925.jpg?lm=1,Portu,Right Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€20.00m
455,https://img.a.transfermarkt.technology/portrait/small/95810-1517913986.jpg?lm=1,Kieran Trippier,Right-Back,30,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€20.00m
456,https://img.a.transfermarkt.technology/portrait/small/85288-1523366774.jpg?lm=1,Isco,Attacking Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€20.00m
457,https://img.a.transfermarkt.technology/portrait/small/85148-1601898137.jpg?lm=1,Julian Draxler,Attacking Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/583.png?lm=1522312728,Paris Saint-Germain,€20.00m
458,https://img.a.transfermarkt.technology/portrait/small/66106-1447313805.jpg?lm=1,Sergio Canales,Attacking Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,Real Betis Balompié,€20.00m
459,https://img.a.transfermarkt.technology/portrait/small/55735-1515761398.jpg?lm=1,Henrikh Mkhitaryan,Attacking Midfield,32,https://tmssl.akamaized.net/images/flagge/verysmall/10.png?lm=1520611569,Armenia,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,AS Roma,€20.00m
460,https://img.a.transfermarkt.technology/portrait/small/50057-1518795716.jpg?lm=1,Aaron Ramsey,Central Midfield,30,https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569,Wales,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€20.00m
461,https://img.a.transfermarkt.technology/portrait/small/39381-1523876433.jpg?lm=1,Gareth Bale,Right Winger,31,https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569,Wales,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€20.00m
462,https://img.a.transfermarkt.technology/portrait/small/36139-1481968764.jpg?lm=1,Dusan Tadic,Left Winger,32,https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569,Serbia,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€20.00m
463,https://img.a.transfermarkt.technology/portrait/small/12907-1595927456.jpg?lm=1,Alessio Cragno,Goalkeeper,26,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/1390.png?lm=1438548383,Cagliari Calcio,€20.00m
464,https://img.a.transfermarkt.technology/portrait/small/117674-1619530644.jpg?lm=1,Maximilian Arnold,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/40.png?lm=1520612525,Germany,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,VfL Wolfsburg,€19.00m
465,https://img.a.transfermarkt.technology/portrait/small/666234-1609836451.jpg?lm=1,Mohamed Simakan,Centre-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/667.png?lm=1468478606,RC Strasbourg Alsace,€18.00m
466,https://img.a.transfermarkt.technology/portrait/small/627226-1611760579.jpg?lm=1,Reinier,Attacking Midfield,19,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€18.00m
467,https://img.a.transfermarkt.technology/portrait/small/504148-1574325676.jpg?lm=1,Tariq Lamptey,Right-Back,20,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1237.png?lm=1492718902,Brighton & Hove Albion,€18.00m
468,https://img.a.transfermarkt.technology/portrait/small/490426-1608489780.jpg?lm=1,Krépin Diatta,Right Winger,22,https://tmssl.akamaized.net/images/flagge/verysmall/149.png?lm=1520611569,Senegal,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€18.00m
469,https://img.a.transfermarkt.technology/portrait/small/486624-1596540455.jpg?lm=1,Musa Barrow,Centre-Forward,22,https://tmssl.akamaized.net/images/flagge/verysmall/52.png?lm=1520611569,The Gambia,https://tmssl.akamaized.net/images/wappen/verysmall/1025.png?lm=1562673007,Bologna FC 1909,€18.00m
470,https://img.a.transfermarkt.technology/portrait/small/480692-1582712860.png?lm=1,Luis Díaz,Left Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569,Colombia,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,FC Porto,€18.00m
471,https://img.a.transfermarkt.technology/portrait/small/413403-1538465639.jpg?lm=1,Ezri Konsa,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/405.png?lm=1469443765,Aston Villa,€18.00m
472,https://img.a.transfermarkt.technology/portrait/small/401529-1569591089.png?lm=1,Dodô,Right-Back,22,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/660.png?lm=1396275305,Shakhtar Donetsk,€18.00m
473,https://img.a.transfermarkt.technology/portrait/small/400489-1563865733.jpg?lm=1,Eljif Elmas,Attacking Midfield,21,https://tmssl.akamaized.net/images/flagge/verysmall/100.png?lm=1520611569,North Macedonia,https://tmssl.akamaized.net/images/wappen/verysmall/6195.png?lm=1437135876,SSC Napoli,€18.00m
474,https://img.a.transfermarkt.technology/portrait/small/397458-1494922490.jpg?lm=1,Nicolás De La Cruz,Attacking Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/179.png?lm=1520611569,Uruguay,https://tmssl.akamaized.net/images/wappen/verysmall/209.png?lm=1407647555,Club Atlético River Plate,€18.00m
475,https://img.a.transfermarkt.technology/portrait/small/386047-1614110226.jpg?lm=1,Axel Disasi,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€18.00m
476,https://img.a.transfermarkt.technology/portrait/small/381950-1609842664.jpg?lm=1,Alexis Saelemaekers,Right Winger,21,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€18.00m
477,https://img.a.transfermarkt.technology/portrait/small/368482-1535010858.jpg?lm=1,Riccardo Orsolini,Right Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/1025.png?lm=1562673007,Bologna FC 1909,€18.00m
478,https://img.a.transfermarkt.technology/portrait/small/357885-1447238711.jpg?lm=1,Pablo Fornals,Attacking Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,West Ham United,€18.00m
479,https://img.a.transfermarkt.technology/portrait/small/348623-1583327529.jpg?lm=1,Mason Holgate,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€18.00m
480,https://img.a.transfermarkt.technology/portrait/small/346779-1447757564.jpg?lm=1,Che Adams,Centre-Forward,24,https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569,Scotland,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,Southampton FC,€18.00m
481,https://img.a.transfermarkt.technology/portrait/small/344598-1603355247.jpg?lm=1,Dan-Axel Zagadou,Centre-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€18.00m
482,https://img.a.transfermarkt.technology/portrait/small/342385-1565164757.png?lm=1,Guido Rodríguez,Defensive Midfield,27,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/150.png?lm=1407484550,Real Betis Balompié,€18.00m
483,https://img.a.transfermarkt.technology/portrait/small/341051-1544454639.jpg?lm=1,Kyle Walker-Peters,Right-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/180.png?lm=1444560086,Southampton FC,€18.00m
484,https://img.a.transfermarkt.technology/portrait/small/340324-1508912874.jpg?lm=1,Eddie Nketiah,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€18.00m
485,https://img.a.transfermarkt.technology/portrait/small/333014-1494490432.jpg?lm=1,Sander Berge,Defensive Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/125.png?lm=1520611569,Norway,https://tmssl.akamaized.net/images/wappen/verysmall/350.png?lm=1409254138,Sheffield United,€18.00m
486,https://img.a.transfermarkt.technology/portrait/small/332341-1581931892.jpg?lm=1,Todd Cantwell,Left Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1123.png?lm=1457723273,Norwich City,€18.00m
487,https://img.a.transfermarkt.technology/portrait/small/331560-1516724308.jpg?lm=1,Takehiro Tomiyasu,Centre-Back,22,https://tmssl.akamaized.net/images/flagge/verysmall/77.png?lm=1520611569,Japan,https://tmssl.akamaized.net/images/wappen/verysmall/1025.png?lm=1562673007,Bologna FC 1909,€18.00m
488,https://img.a.transfermarkt.technology/portrait/small/331511-1540212821.jpg?lm=1,Riqui Puig,Central Midfield,21,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/131.png?lm=1406739548,FC Barcelona,€18.00m
489,https://img.a.transfermarkt.technology/portrait/small/321528-1613230012.jpg?lm=1,Denzel Dumfries,Right-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/383.png?lm=1613112580,PSV Eindhoven,€18.00m
490,https://img.a.transfermarkt.technology/portrait/small/319301-1542271386.jpg?lm=1,Daniel James,Left Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569,Wales,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€18.00m
491,https://img.a.transfermarkt.technology/portrait/small/287579-1594640348.jpg?lm=1,Sofyan Amrabat,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569,Morocco,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,ACF Fiorentina,€18.00m
492,https://img.a.transfermarkt.technology/portrait/small/285845-1520605666.jpg?lm=1,Ainsley Maitland-Niles,Right Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/984.png?lm=1457991758,West Bromwich Albion,€18.00m
493,https://img.a.transfermarkt.technology/portrait/small/277033-1520424943.jpg?lm=1,David Brooks,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/191.png?lm=1520611569,Wales,https://tmssl.akamaized.net/images/wappen/verysmall/989.png?lm=1457991811,AFC Bournemouth,€18.00m
494,https://img.a.transfermarkt.technology/portrait/small/275303-1522316060.jpg?lm=1,Hans Hateboer,Right-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/800.png?lm=1438547428,Atalanta BC,€18.00m
495,https://img.a.transfermarkt.technology/portrait/small/273152-1448466936.jpg?lm=1,Nemanja Maksimovic,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569,Serbia,https://tmssl.akamaized.net/images/wappen/verysmall/3709.png?lm=1408655116,Getafe CF,€18.00m
496,https://img.a.transfermarkt.technology/portrait/small/272622-1492597177.jpg?lm=1,Issa Diop,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,West Ham United,€18.00m
497,https://img.a.transfermarkt.technology/portrait/small/251664-1458821511.jpg?lm=1,Ivan Toney,Centre-Forward,25,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/1148.png?lm=1494584378,Brentford FC,€18.00m
498,https://img.a.transfermarkt.technology/portrait/small/246968-1414660679.jpg?lm=1,Ayoze Pérez,Second Striker,27,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€18.00m
499,https://img.a.transfermarkt.technology/portrait/small/238407-1613998075.jpg?lm=1,Alexander Sörloth,Centre-Forward,25,https://tmssl.akamaized.net/images/flagge/verysmall/125.png?lm=1520611569,Norway,https://tmssl.akamaized.net/images/wappen/verysmall/23826.png?lm=1619431624,RB Leipzig,€18.00m
500,https://img.a.transfermarkt.technology/portrait/small/222209-1594713885.jpg?lm=1,Thomas Strakosha,Goalkeeper,26,https://tmssl.akamaized.net/images/flagge/verysmall/3.png?lm=1520611569,Albania,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,SS Lazio,€18.00m
